"Company","Year","Text"
"Amaurot Cookies",2022,"I should have known when I selected these packaged treats what they would taste like--overprocessed, high sugar, high calorie discs of nothingness. To compare these to real home baked cookies is like comparing real life to THE REAL HOUSEWIVES OF NEW JERSEY. There may be something to occupy your time for a moment or two, but there's no substance, and certainly no love, underneath the veneer."
"Amaurot Cookies",2021,"Over the years, Chips  has gone from bad to worse.  Although these cookies don't taste bad, they are so small that it's not even worth the calories to eat them.  The package says a serving size is 31g.  How vague is that?  There are only 9 servings per package so that amounts to a few measly cookies.  At the price it's selling for, you'll be paying more for the packaging.But back to the cookie, if you love chocolate, then you are hit with a combination of chocolate cookie with white chocolate chips and a fudge center.  The cookie is not much to speak of but the fudge center tastes good.  Not as gooey as one would expect because the cookie is really small, hence not a lot of filling. I think kids with less discriminating tastes would like it."
"Amaurot Cookies",2020,"Being prediabetic, I don't eat a lot of ""store-boought"" cookies, but I usually taste cookies that my husband buys.  I am quite fond of the regular Chips  cookies and think they are great to use to make ice cream sandwiches.  Being a former chocoholic, I was eager to try these new Chewy Gooey Megafudge cookies.  They did not disappoint!  The reason that I gave them only 4 stars is that they don't come close to tasting like a homemade cookie, which is my ""gold standard.""  My husband, who likes regular Chips  cookies, was not a big fan of the Chewy Gooey Megafudge variety.  His veiw is ""why mess with a good product?""  I believe that this flavor cookie is a nice addition to the Chips  family.  I wouldn't want to give up regular Chips Ahaoy cookies, but if you like chocolate,  you'll probably like the new flavor!"
"Amaurot Cookies",2021,"I'll have to hand it to the advertisers: the product is exactly as advertised--- chewy, gooey, and mega in the fudge department. If that's what you like, that's great, but I found these to be cloyingly sweet, and the super-sweetness destroyed what could have been a nice chocolate flavor.The packaging was also strange. The cookies came in rows; seven cookies in one row, three in another, and so on. Not really a problem but very odd.The cookies are very soft and indeed have a very chewy texture. They are packed with truly gooey fudge (have a napkin on hand for these) with lots of chocolate flavor. If only they weren't so terribly sweet, this would be a fine product. As it stands, it's a sugar high--- and a messy one at that--- but not a product that I'd rush out to buy."
"Amaurot Cookies",2022,"I'm a little skeptical of anything from Chips .  Let's face it, besides Famous Amos they are kind of the lowest common denominator of chocolate chip cookies.  That's what makes this new product such a surprising discovery.  This chocolate chocolate chip cookies with a creamy fudge center are really tasty and almost decadent.  My only complaints is that they tend to fall apart rather easily.Chocoholics take notice and give these a try!"
"Amaurot Cookies",2020,"Don't get me wrong, these cookies were good, but when you read 'Chewey Gooey Megafudge' you expect to be WOWed! These cookies were small and chocolaty, with a little creamy fudge filling, but didn't quite live up to the expectations we had from the packaging. Marketers need to be careful not to oversell their product with hype, because consumers have grown to expect more honesty in labeling. ""small chocolate bites with creamy center"" would have been more realistic."
"Amaurot Cookies",2021,"This cookie was a mix between a gooey, chocolate brownie and a cookie! It doesn't get any better than that with a glass of milk. Love it, and at a decent price."
"Amaurot Cookies",2020,"I wouldn't order these if you live in a warm-weather region and if it's summertime, as the issue I had arose in transportation.  The cookies appeared to have potential, but some of them melted together by the time I opened the package.  Inherently, the flavor was adversely affected, tasting non-distinctive and partially stale.  Perhaps these are okay to buy in the store, but I don't have a precise idea of their potential because of what happened to the package delivered to me."
"Amaurot Cookies",2020,"These are gooey all right--they taste like uncooked cacao.  We were hoping for a chocolatey cookie that wasn't as rock hard as regular Chips-a-Hoy, but ended up getting a cookie that didn't taste entirely baked.  We didn't enjoy these."
"Amaurot Cookies",2022,"wonderful chocolaty-ness with a melt in your mouth softness.  My kids really enjoyed these cookies.  Just the perfect consistency, with a perfect balance of chips and cookie combined."
"Amaurot Cookies",2021,"My wife and kids LOVED these cookies! They are very tasty and have a nice fudge center. The only complaint is that a good 2/3 of the box was crumbs. This was due to shipping. I suppose if you ordered several boxes at once they would be better cushioned. As part of Vine we received just 1 box and it was fairly beat up.Overall we liked the cookies and would recommend them to chocolate lovers anywhere!Thank you for reading my review."
"Amaurot Cookies",2021,"I would have to say these chips  cookies are pretty good. However, I am disappointed that they do not have more megafudge in them. They taste just like regular chips  cookies with a little bit of gooey fudge in them. If they had more fudge in them then they would be considered megafudge in my opinion. If you like chips  cookies then I think you will like these cookies as well but please don't expect a lot of gooey fudge in the middle. Overall I like the cookies but I deducted one star due to them being called megafudge instead of fudge."
"Amaurot Cookies",2022,"I have been waiting for a packaged soft cookie that can recreate the melted yumminess ofchocolate chips in a fresh baked cookie. Nabisco has mastered the art of creating melted chipswith each bite, but that is as far as it goes.The overall goodness of this cookie is lacking- it tastes like a packaged cookie. Its softnessfools you into thinking fresh baked, yet when you take a bite, you are quickly reminded of thepreservatives that must be contained in each cookie.The cookie is not at all the size represented on the packaging. It is considerably smaller. Onceyou pick one up to eat, it crumbles into several pieces. Basically, it falls apart before you caneven take a bite.The packaging does contain a freshness seal so that after you open the pack, you will be able toreseal to ensure freshness.This cookie is getting two stars simply because I love the concept of melted chips in a packagedcookie but I think the title ""Chewy"" is a bit of a stretch. The more appropriate title would beCCCC-Crumbly Chocolate Chip Cookies!"
"Amaurot Cookies",2021,"First off - these don't ship well.  When I recieved my package (even though it was clearly sealed and had not been opened) it looked like there were several cookies missing, there was a lot of empty space in the package allowing the cookies that were in there to slide all over, and several were broken as a result.  If you really REALLY want to try these, I would look for them at the local store rather than buy online and have them shipped.That being said....I'm awfully glad I didn't actually pay for these.  I've never been a fan of Chips  cookies - even as a kid.  They're just so over-processed and artificial tasting.  I was hoping the extra blob of fudge in these might help make up for that, but not really.  I can't justify buying awful-tasting cookies when it's not that difficult to make your own, or even to buy from a local bakery which tastes a million times better and fresher.I cannot recommend these - they were not packaged well, and did not taste any better than I expected."
"Amaurot Cookies",2021,"Not nearly as good as original Chips  or chewey Chips .  The cookies are very dry and crumbly.  The chocolate flavor is off - too artificial."
"Amaurot Cookies",2021,"Although I really really really didn't like these, my kids didn't feel the same.  They liked the flavor and the texture and I hated both.  There was a strange chemical taste, perhaps from the preservatives needed to keep them soft. This flavor is the same as that in the other soft Chips  cookies so if you like those you may like these as well.  I like the crunchy Chips  much better."
"Amaurot Cookies",2022,"QUICK SUMMARY:  This highly fudgey cookie is addictive and was gobbled up at a party in no time.  However, the cookies themselves are relatively small (just slightly larger than a Thin Mint or Oreo in diameter), and I/we did note a chemical taste not unlike that found in <a href=""http://www.amazon.com/gp/product/B002OXIZOE"">Chips  Chewy Chocolate Chip Cookies</a>.  You'll go through a package quickly both because of the deliciousness and that you really only get 15-18 relatively small cookies.  More details follow...PACKAGING:(Note - I received this product through the Vine program and it is possible that packaging will change between the review version and final launch.)The outer wrap is a relatively standard Chips  pack.  Opening it involves lifting a tab on the front, which reveals three rows of cookies.  While the cookies in my package were intact, I was initially shocked by how much air is in the package.  Nabisco clearly re-used the tray from other cookie products, and these cookies do not fill the space.  As such, they're probably prone to bounce around and crumble if treated poorly in shipment.  The package can be re-sealed by pressing the flap back down and running a finger along the edge to adhere.  The cookies didn't last long enough for me to judge whether the package truly prevents the cookies from becoming stale.  The seal seems a little looser than I'd like.VISUAL IMPRESSION:The cookies look kind of shabby, to be honest.  They don't look like they'd be very chocolaty.  Also, the smaller size is quite striking if you're used to the size of a standard Chips .  (This smaller size likely accounts for the large amount of airspace in the packaging.)FLAVOR:I was blown away by the taste of these.  While there is a slight chemical taste, it is the same chemical taste found in any soft-style packaged cookie.  The chemical taste is quickly replaced by an explosion of chocolate.  One guest I shared these with noted that the cookie tasted a S'more minus the marshmallow. (Idea for Nabisco: S'more flavor!)  I was initially concerned that the cookie would be too sweet, but the chocolate filling is kind of dark and semi-sweet which compliments the cookie perfectly.  The cookies are also quite rich, and I found myself satisfied after a smaller quantity of cookies than normal.NUTRITION:Well, it's a cookie.  You shouldn't be expecting a health food here.  It's 150 calories per serving, and a serving is roughly 2 cookies.  That seems fairly calorie-dense to me, but your perception may vary. Each serving has 21g of carbs, with 13g of those coming from sugar.  There's no trans-fats, and the ingredients list sugar, not HFCS, as the main sweetening ingredient.QUANTITY/VALUE:At $4.32 a package, that's roughly 24-28 cents a cookie or around 50-56 cents a serving (2 cookies).  While I didn't pay for this product directly, I have to say that I would not pay over $4 per package for these given the low quantity of cookies.  I'd watch for a sale or lower price."
"Amaurot Cookies",2020,"This is an interesting concept in a packaged cookie:  a chocolate chip cookie with a soft chocolate center.  The cookies are small, which is a big plus in my book (easy portion control).Personally, I liked the flavor and texture of the cookie better after heating it in the microwave for about 9 seconds.  Then, it tasted more like a just-baked chocolate chip cookie, when the chocolate chips are still melted, soft, and smooth.For me, these cookies were just a trifle too sweet, but others in my family liked them & children LOVED them, so I'll go with the majority & give them 4 stars for inventiveness.If you have young kids, they'll like these!"
"Amaurot Cookies",2022,"I'm particularly fond of soft chocolate chip cookies, so I never really enjoyed the regular Chips  cookies. I prefer my cookies moist and chewy.  Because they're chewy and not too sweet, I really enjoyed the new Chewy Gooey Chocofudge Chips .  They come close to fresh baked in taste and texture.  Though they're quite high in calories, so I'll just have to try not to eat too many at any one sitting."
"Amaurot Cookies",2022,"My only complaint is that there are not enough of them in one bag :) These fudgy filled chocolate chip cookies will satisfy your chocolate craving in the traditional feel and texture of Chips , with an extra chocolaty filling. Recommended if you like Chips  chewy cookies and want an extra level of chocolate."
"Amaurot Cookies",2022,"Lately Nabisco has been branding new products as new ""styles"" of existing products including <a href=""http://www.amazon.com/gp/product/B004LA1LKI"">""Ritz""</a> and <a href=""http://www.amazon.com/gp/product/B004FEJ968"">""Newtons""</a> brands. Those products, while tasty, had little resemblance to the original products. These, however, are a logical extension of the ""Chips !"" brand.As far as the product itself, they are cookies. I don't expect them to have any healthy ingredients. I don't care what they are made of or how many calories they have.First impression: They are about 2"" in diameter and have a dark, almost burnt look. The aroma is overwhelmingly sweet and of chocolate and vanilla.When the least bit warm, they are falling apart soft and melty. They firmed up when cooled down. The small chip bits in the cookie were almost an unnecessary addition, in my opinion. The center is not not gooey, but grainy, and almost crunchy.To me there was an overpowering fake chocolate taste, and an aftertaste that hung on far too long.All in all, I am not enamored enough with these to purchase them. They are too fragile and overpoweringly sweet for my taste."
"Amaurot Cookies",2020,"I usually love Chips  products, but not these. The chocolate had a very funky aftertaste. I have to wonder if they were somehow affected by shipment, but I probably wouldn't chance buying them at the store. I usually don't have a problem with any type of cookie, but I gave these to my dad."
"Amaurot Cookies",2021,"Whoever Photoshopped the cookie on the front of the package is a true talent and should probably help the bakers make something that looked similar. The cookies are much smaller and a lot less attractive than the illustration, but to be fair, they're not much different or any smaller than other Chewy Chips ! cookies.So once you get past the visible let down, the taste is at least on par or better than any other Chewy Chips ! cookie, plus it has the benefit of having chocolate in every bite. So if you like Chips ! and you like chocolate these will not disappoint you at all."
"Amaurot Cookies",2021,"When I first opened these I was surprised by how small they were and also how many were broken. They are very crumbly so they fall apart easily.  I wasn't impressed by the taste, it's a chewy cookie with fudge in the middle, but you can tell it's not quality chocolate, just has a bland kind of taste.  My 5 year old seemed to enjoy them, but I wouldn't buy them again."
"Amaurot Cookies",2022,"My wife and I have had a craving for some soft chocolate chip cookies, but both Chips 's and Keebler's didn't really hit the spot.  Then these came along.  They're kind of amazing due to the layer of fudge that is dispersed throughout the cookie's center.  It makes the cookie soft and chocolatey.To top it off, they ditched the High Fructose Corn Syrup for good ole' fashioned sugar. HFCS has been linked to obesity and certain sources have been found to be contaminated with mercury so I try to avoid it if I can.  It's good to see that snack makers are catching on.So, these may not be the greatest soft cookies around, but they are certainly high up on my list of store-bought soft cookies.  Mixed with ice cream, it's a seriously tasty treat.  I recommend."
"Amaurot Cookies",2020,"Word of warning: I found these cookies to have a very strong ""chemical"" taste that made them near-inedible.  They weren't as bad as a lot of other prepackaged cookies I've had in the past, but they still had a very strong chemical taste that made them distinctly unappealing. If you're the sort of person who prefers more organic products, I'd stay clear of these."
"Amaurot Cookies",2021,"See that ooey gooey chocolate stretching between the two pieces of cookie on bag? That doesn't happen, even when the cookies are warm. The chocolate is actually quite stiff and dry. Another one of those ""got milk?"" products. I like plain old Chips  and would stick with those before diving into these and being disappointed again.And I'm not alone -- people in my office weren't impressed either -- and we'll eat anything."
"Amaurot Cookies",2022,"Whether or not you can bite into one of these Chips  cookies and enjoy a burst of gooey fudge is unknown to me because most of them were broken in shipping. However, I did eat the bigger pieces and they were fine, tasting a bit heavier on the chocolate than the conventional Chips  cookies I'm familiar."
"Amaurot Cookies",2020,"Definitely a winner. There are two of us in this household, both seasoned cookie fans, and we tore through this package in almost no time (even though we're on a diet!). They don't taste as much like regular Chips  as I had thought; the chocolate in the center actually overpowers that flavor a good deal. Still, this was no bad thing, and they stand alone as their own tastiness."
"Amaurot Cookies",2021,"These cookies are pretty good for a store-bought cookie.  Obviously, homemade cookies will always be better, but for a pre-packaged cookie, these Chips ! Chocofudge Cookies are pretty good.  I noted that they were perfectly soft right out of the package, and also pretty tasty.I'm now going to compare them to the original Chips ! Chocolate Chip cookies.  In terms of softness, these are much softer right out of the package than the original Chocolate Chip cookies.  The original Chocolate Chip cookies can be made very soft and nice if you stick them in the microwave for a little while, but the Chocofudge cookies are soft right out of the package.  I think the Chocofudge cookies are better tasting right out of the package too.  I also tested both in the microwave, and the Chocofudge cookies were also tastier this way.I do need to talk about price points though.  The Chocofudge cookies are pretty close to the same price as the original Chocolate Chip cookies in the stores that I checked, BUT you get much less quantity-wise from the Chocofudge cookie package.  In fact, the original Chocolate Chip cookies have about 5 oz. more cookies in them.  Of course, the fudge filling probably makes them a bit more expensive to manufacture, which would account for this marketing strategy, but do be aware of this if you're a big fan of the originals and you're thinking about switching to the Chocofudge variety.Well, that's about all I've got to say about these cookies.  They are fairly tasty for a packaged snack and they are pretty soft, which isn't common for store-bought cookies of any kind.  If you are a fan of the Chips ! brand, you'll probably love this new Chocofudge variety.  Just go ahead and give them a try!"
"Amaurot Cookies",2022,"I've ALWAYS been partial to chips  because of their soft chewy cookies, but these are truly awesome. Well worth the money. I wish they made a sugar free version with stevia though."
"Amaurot Cookies",2021,"When you first pick up a package of Chips ! Chewy Gooey Chocolate Fudge Cookies you may be a bit surprised at how light the package is - only 10 ounces - but don't be deceived.  The package may be light but it is filled with delicious cookies.  The cookies are on the small part - you can easily finish one in two bites - but they are yummy.  While the cookies aren't as gooey as advertised (they aren't messy to eat at all), they are indeed fudge filled - break a cookie in half and all you see is fudge.  In fact, there seems to be more fudge than cookie (there are chocolate chips on the cookies but I couldn't really taste them).  However, the fudge taste is never overwhelming - the combination of cookie and fudge is delicious.  I love the resealable package that keeps the cookies fresh although the cookies are so good they won't last long in my house and there's little chance they'll go stale.Chips ! Chewy Gooey Chocolate Fudge Cookies are a tasty treat.Nutrition facts (serving size two cookies): calories 150 (calories from fat 60);  total fat - 11% daily value; saturated fat - 18% daily value; sodium - 5% daily value; potassium - 2% daily value; total carbohydrates - 7% daily value; dietary fiber - 3% daily value; iron 4%."
"Amaurot Cookies",2020,"it sounds good, chocolate chip cookies with a gooey chocolate center - what's not to like?  the reality was a mushy, piece of chocolate ganache that was coated in a thick, overly moist layer of cookie crumbs.  it was fine, but nothing spectacular."
"Amaurot Cookies",2020,"I've always liked Chips ! cookies and was excited to try these ""gooey"" ones!!  What could be better with chocolate chip cookies than more chocolate?  Unfortunately, for me, they just fell flat.  The chocolate ""gooey"" part was not very soft or, well, gooey and there wasn't much flavor to it, in my opinion.  I actually felt that it took away from the taste of the cookie as a whole.  I would have preferred eating a normal blue package chocolate chip cookie!!That being said, however, my late teen recently graduated high school son's friend LOVED the cookies!!  In fact, he asked if he could take them home as they were driving up north that weekend!  He felt they were delicious!So maybe it is my more mature taste buds, but these would definitely be a hit with teens!"
"Amaurot Cookies",2021,"""Chips ! Chewy Gooey Chocofudge,"" I liked these cookies. During the summer these are easy to prepare, just open the bag. I liked the fudge center. No summer oven heat. This could be real good crumbled on ice cream and put in the microwave for one second. It was very good for summer.  I like to play with mixing flavors."
"Amaurot Cookies",2022,"I love chocolate chip cookies. The upside of these is that they are soft, and the chocolate in the middle makes them extra decadent. They are also the perfect two-bite size, in my opinion. The only downside is a little bit of a chemical taste, probably from the stuff that keeps them soft."
"Amaurot Cookies",2021,"CHIPS AHOY! CHEWY GOOEY CHOCOFUDGE COOKIESWe love cookies and were excited to received these.  They are chock full of chocolate chips, extremely soft, definitely chewy, and for an added treat, there is a filling of chocolate fudge.  The only down side regarding these cookies are perhaps they are a little too soft -- when taking them out of the package to enjoy many of them simply fell apart in my hand.The packaging is attractive and eye-catching and has the new lift-end resealable package.  I find this type of packaging an easy opener, but always find the package does not stay sealed well and end up placing all the cookies in a plastic container or placing the entire package of cookies in a food storage bag to keep fresh.These cookies are good -- I don't think Chips ! ever disappoints.  However, they are not my favorite Chips ! cookie, [that would be the regular old plain chocoloate chip non-chewy, thank you] but they are worth every bite and every calorie.  For those of you watching calories, fat, sodium, etc -- you may enjoy two cookies for a total of 150 calories, total fat is seven grams, zero cholesterol, and sodium clocks in at 110mg.  There is no trans fat involved.  So you should definitely have more than two cookies -- go for it!If you like chocolate chip cookies and fudge, these cookies make for a nice combo.  They are delicious with a hot cup of coffee or tea or a tall ice cold glass of milk.  Dunking in milk was a bit sloppy since the cookies are so soft,  yet still highly recommended.All in all, not a bad cookie.Thank you.Pam"
"Amaurot Cookies",2022,"I'm already a fan of Chips  and if you love cookie dough, this one is for you! The middle is a nice chocolate center. It isn't dripping with gooey chocolate, but it is nice and soft - as if straight out of the oven. I didn't think they could improve on the soft Chips  but they certainly did!"
"Amaurot Cookies",2020,"I only feel ho-hum about these cookies. They seem like they are really more of a vessel for chocolate rather than a cookie. It seems that there is barely any of the chewy cookie and what is there doesn't have enough cookie flavor to it. The cookies are overwhelmed by the amount of chocolate in them.They also seemed a bit overpriced for a small package. Even though the outside package is about the same size as the regular chewy cookies, there are a few ounces less of actual product and a bit more packaging. I also found them in my local store for almost half the price listed here on Amazon.I found the cookies to be okay and easily finished off the package in a few days. My husband didn't care for them, so I have no one else to blame for eating all of the cookies. He prefers the regular Chips  cookies (non-chewy) and I found that I do, too. I saw these at the store and did not buy them after having tried them from Amazon. I don't see myself picking these up at my local store at any time even with a lower price.These cookies just didn't work for me."
"Amaurot Cookies",2022,"These cookies are, as promised, chewy.  That's definitely their selling point.  The cookies feature a gooey chocolate core.  The cookies are not especially thick, but there's definitely a gooey layer in there.  These are VERY chocolatey cookies.  If you don't like a lot of chocolate, these are probably not the cookies for you.  That's not an issue for me.These are still no match for a homemade chocolate chip cookie, but if you're not inclined to bake, this is a reasonably good substitute."
"Amaurot Cookies",2021,"I would say ""chewy gooey"" is taking it a little too far but the cookies are soft. I prefer them over the regular hard Chips  from my childhood. I like that they just have sugar instead of corn syrup. They are REALLY sweet though. It's a good thing that they're on the small side so it's not too overwhelming eating all that sugar. For the popular brands of cookies, this one is pretty good.The packaging has a nice feature where you can pull open the package from the front left side and reseal it so the cookies don't get stale."
"Amaurot Cookies",2022,"I received these cookies as a sample to try out and I would have to say that I would consider these for purchase.  The cookies are billed as ""gooey"" cookies.  They aren't the most gooey inside cookies.  I would say that each cookie is bigger than a quarter but smaller than a silver dollar.  Somehow I remember Chips from my youth being bigger.  No matter, the cookies are still delicious.After I sampled the cookies, I put them out in the office breakroom and gave them a test.  Anything that lasts in the breakroom until noon is not that great.  These cookies didn't make in until 10am.  My co-workers loved them.I checked to see if there were any transfats in these cookies and didn't see any hydrogenated fats.  I might have missed something but it looks like they are transfat free.  Maybe I'd have to re-read the packaging but they looked solid."
"Amaurot Cookies",2022,"These cookies are chewy and soft, but the inside layer is more like solid chocolate instead of creamy. The new packaging means you peel back the top layer of the package, one compartment at a time. The only problem is the cookies shift around and there were only two cookies in the front because they had slipped to the back. None were broken however. Despite the solid inner layer and the packaging, the cookies tasted good. I just think there were too few cookies for the size package."
"Amaurot Cookies",2020,"These cookies are okay but they certainly aren't as good as the ""Megafudge"" ones which actually has a chocolate cookie.  Those cookies I loved but there seems to be something lacking in these cookies.  The flavor isn't as good and they don't smell all that wonderful either.I love the whole idea of the Chewy Gooey cookies and would recommend the Megafudge ones a lot higher than these Chocofudge ones."
"Amaurot Cookies",2020,"I was afraid the chocolatey center to this cookie would simply overpower the cookie part and be mostly a big mouthful of chocolate . . . I was pleasantly surprised to find that the smooth center complimented the cookie part rather well, not too strong and a nice, smooth consistency.  I wouldn't pass these up as a snack for a road trip in a gas station or had an insatiable hankering for a cookie and didn't have time to bake my own but, frankly, there's nothin' like a homemade cookie and these don't come close to comparing."
"Amaurot Cookies",2022,"Chewy Gooey Chocofudge cookies were more choco-fudge than cookies. I found them tasty and easy to chew. They did have a slight artificial taste to them and do contain palm oil, the ingredient that is harvested from the rain forests, but for store bought cookies, I liked them."
"Amaurot Cookies",2020,"I was happy to get the chance to sample these ""Chewy Gooey Chocofudge"" cookies, but I'm sorry to report that they aren't so great, IMO.  The fudge filling is relatively tasty, but the cookie part has an odd artificial flavor that I didn't care for.  I know there's no substitute for homemade cookies, but I'd like the fact that a brand-name cookie is factory-made to be less obvious."
"Amaurot Cookies",2021,"While my younger self would swear up and down that no such thing would ever be uttered, much less typed, regarding the amount of sugar in a snack, I have to disappoint that little boy I used to be. These cookies are indeed good, but they are just over the line of being too sweet to become a regular purchase. The standard chewy Chips  cookies are pretty darn close to being perfect. Adding in a fudge center might sound like a good idea, but it just ratchets up the sweetness. Don't get me wrong, the fudge is entirely too good, as is the cookie. It's just the injection of one into the other that makes it a bit too sweet for my aging palate. Nevertheless, in moderation, which is to say one to two cookies at a sitting instead of a half-dozen of the non-stuffed variety, is a nice capper to a packed lunch at work (just as it would be in a bag lunch for a school kid). I think this is a case of trying to improve perfection and falling a bit short of the original product. Kudos on the effort, but I will return to the prior incarnation."
"Amaurot Cookies",2021,"The sweet-tooth in me took over at the mid-way mark of the commercial. DOH!!! I have to wonder if the advertising department has ever tried this cookie... it was chewy, soft, even mushy, but the center was a HUGE let down, can't see myself buying another box/bag. They were sweet, too sweet, it really wasn't a good sweet, more of a so sweet there's an aftertaste sweet. Might need to go back to the drawing board on this cookie... and quick... no point in pushing the envelope as to what your patrons will put up with in terms of deceptive advertising... Short of it... the cookie's a flop and the ad doesn't represent the actual end users product experience!"
"Amaurot Cookies",2021,"Children who can consume sweets by the pound will gladly go through a box of these with no issue.  My friend, an adult male who occasionally feels the need to snack - took about two days to consume the box of these.  These had the appearance of a smaller, thicker chips- chewy cookies.I personally didn't care for them, they were smaller than normal chips  cookies, and seemed damp.  The fudgy center didn't really seem fudgy at all but rather made the cookie seem more cakey.  The sweetness however was really kicked up a notch - they were so sweet it was almost painful.  Although this cookie seemed like a great idea, I'll stick with the chips- chewy cookies personally. These were too sweet for me and the dampness was just sort of strange and a bit unnerving.From a kid's perspective these are probably the greatest cookies available in a store (everyone knows that mom's and Grandma's cookies are the best).  But the majority of adults would probably prefer the original or chewy cookies."
"Amaurot Cookies",2022,"I loved the ""gooey"" cookie line when they first came out. This edition has a nice chocolate-ish flavor but there's nothing 'chewy' about it. The cookie is too gooey to have a texture and all the cookies within the same compartment just smooshed together forming a cookie blob. This brings up the best use for a package of these cookies--if parents of a preschooler have ticked you off, give their kid a package of CHIPS AHOY! CHEWY GOOEY CHOCOFUDGE..and tell the little angel to make a monster cookie blob to eat and play with! If you are still of an age to play with your food this would be the cookie of choice to smear on the walls and mash on your face.(Seems kind harsh on the parents--if they have a preschooler, don't you think they've been punished enough?)The other ""issue"" is the crumbs. These cookies don't stand up to the rigors of the real world. About one third of the mass of the cookies in each compartment was disintegrated into crumbs. The crumbs don't have much flavor and they won't stick to the walls. What's the state of junk food coming to?No nutritional value, great sugar buzz and a high potential to make a mess--what's not to love here?"
"Amaurot Cookies",2020,"This are quite tasty cookies.  They have a fudge center and are very soft.  My only complaint is that they have a slightly artificial taste which is to be expected, I suppose.  While these are no replacement for fresh home baked cookies, they are a convenient substitute."
"Amaurot Cookies",2020,"I eagerly anticipated these cookies.  Every once in a while I crave chocolate, the richer the better.  And what sounds better than a soft chocolate chip cookie, with a fudge center? Just apply those calories straight to my hips!At first I was not very fond of these cookies.  They do have an oddly artifical taste, and the chocolate is definitely not the highest in quality.  The fudge, instead of being ""gooey"" is actually a bit brittle and hard.  I took a bite and chucked the rest of the cookie.  At 75 calories and 3.5g fat for one itty bitty cookie, it's just not worth it.  However, I happened to leave a plate of these on our deck for my husband, thinking he'd like them more than I did.  What can I say, I couldn't help one more trial bite! After warming in the sun, the fudge center actually did become soft and gooey - much better!Overall, I'd sneak one if I happened upon a plate sitting out on the deck.  I would not go out of my way to purchase or eat these cookies otherwise, however.  For that kind of apply-to-bum calorie content, I'd go for an actual bite of quality chocolate."
"Amaurot Cookies",2021,"I was so excited to get these cookies from the vine program.  I had seen the commericals on t.v., and I thought they looked yummy.  When I received the cookies, a lot of them were broken and/or stuck together.  The ""gooey"" aspect wasn't gooey but one big chip  of chocolate in the middle.  To me, they were too sweet and not the best quality of chocolate.  I am not a huge fan of the original, but I prefer them to this new cookie.  I would not buy these, but on a side note, my four year old and two year old seemed to like them."
"Amaurot Cookies",2022,"but ""Chips ! Chewy Gooey Chocofudge"" is TOO MUCH chocolate.  Seriously.  Milk doesn't even help.  In moments of weakness, I have been known to eat a whole package of chocolate chip cookies, with chocolate milk.  I was barely able to eat two of these goo-balls.  On one hand, maybe that's a good thing - it forced me to moderation.  But the truth is, I really didn't like them that much.Oh sure, they are chocolate, and that's really never a bad thing!  But these are just too much for my tastes.  The description is accurate:  they are chewy, they are gooey, they are chocofudge.  Basically, they are the Chips  chewy chocolate chip cookies, slit open and filled with gooey fudge in the middle.Not bad - just WAY too far over the top for my taste."
"Amaurot Cookies",2020,"If you want a chocolate bar, you should probably buy one.If you want chocolate chip cookie ice cream buy that,but I suggest if you want chocolate chip cookies,you should try another kind of cookie.Sort of an half baked cookie effect makes thesecookies although tasting very good,something you will eat too many off and too fast,both of which are not very healthy or desirable."
"Amaurot Cookies",2022,"Chips ! Chewy Gooey Chocofudge / B004U43ZO0I received these cookies and their extra-chocolate counterparts at the same time, and I'm a little disappointed with both.I was skeptical that packaged cookies would be soft, but these cookies actually are very soft around the edges. Unfortunately, the mouth-feel is very unpleasant to me: they feel a little like wet bread in my mouth. Once the edges have fallen off, you hit the center core of fudge -- it's basically a hard chocolate disk inside the cookie that needs warming for a second or two in the microwave beforehand.These aren't the worst cookies I've ever eaten, but I didn't enjoy them at all and really wanted to throw them away after the first few had been eaten -- there's a strange aftertaste that I don't much care for. There's also a bit of a ""fake chocolate"" smell to the cookies that is unpleasant -- my husband took one sniff of each package and refused to try any, saying that they ""smelled bad"".I really like the idea these cookies represent, and I hope that Chips  can get the recipe right in their next attempt -- it's a good idea, but just doesn't quite come together in execution.NOTE: This review is based on a free Advance Review Copy of this product provided through Amazon Vine.~ Ana Mardoll"
